id,note_bac1,note_bac2,libelle_court,libelle
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
259675,9,16,ALL,Allemand
259675,14,11,ANG,Anglais
259675,12,15,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
12659,8,0,ALL,Allemand
12659,9.5,10,ANG,Anglais
12659,12.5,7,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
272639,10,10,PHI,Philosophie
272639,13,12,ALL,Allemand
272639,11,10,FRS,Français
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
275366,13,12,FRS,Français
275366,17,15,ALL,Allemand
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
86534,12,8,ALL,Allemand
86534,10,8,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
261212,17,15,ALL,Allemand
261212,13,10,FRS,Français
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
284951,8,8,FRS,Français
284951,18,18,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
264116,7.5,6,FRS,Français
264116,13,12,ALL,Allemand
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
66451,18,15,ALL,Allemand
66451,13,14,ANG,Anglais
66451,11,11,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
275340,18,19,ALL,Allemand
275340,14,14,FRS,Français
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
267644,14,11,FRS,Français
267644,12,13,PHI,Philosophie
267644,19,17,ALL,Allemand
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
266655,16,14,ALL,Allemand
266655,8,10,SVT,"Science de la Vie et de  la Terre"
266655,12,12,FRS,Français
266655,2,3,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
263341,13,0,ALL,Allemand
263341,0,0,SVT,"Science de la Vie et de  la Terre"
263341,0,0,MAT,Mathématiques
263341,9.5,9,FRS,Français
263341,0,0,PC,"Physique et Chimie"
